,Text,Cluster
1335568925682229248,"RT @MajorPatriot: BOOM!  Trump says he's probably worked harder the last three weeks than ever.  TALKING TO STATE LEGISLATORS.  

#GeorgiaR…",0
1335568925808091137,RT @JosephJFlynn1: Any GOP hacks that are cheering about Trump “going away” better think long and hard ...last night’s rally sent them a ve…,0
1335568925925392384,"RT @vigorousjimin: active oomfs, RT and reply to vote, the votings are open until 6pm kst‼️

[#2020MAMA ] Voted for #bts on #MAMAVOTE ｜ 202…",2
1335568925929709570,RT @gatewaypundit: BOOM: President Trump Is On Target In Wisconsin - Ballots Identified in Pristine Condition Similar to Fraudulent Ballots…,0
1335568926046969857,"RT @Anncostanza1: @PhillDKline The Election was rigged! I don't know how many Democrats were involved but, it's clear in the ""swing States""…",0
1335568926076497920,"RT @paulsperry_: BREAKING: Records show that John Poulos, the president and CEO of Dominion which runs voting systems in 28 U.S. states, is…",0
1335568926101680128,"@TheRealRatDog @CarlyCalifello @RhondaT79833457 @Covidity3 @catlady111310 @kashmirismine @SBDSoultrain @tpalya68 @ListNever @WorkerBee41 @KingCujo @jonathanhgruber @Vickie627 @JDW714 @DogsBCool @TomDoubting @gigibuddapdx @shrekthepunk @Doku_HL_SD @boodacat2020 @Black_is_back5 @AdrenochromeD @JanssenTod @LisaNicholo @Mongo3804 @simon_r_katz @Brion_TV @N3ILA_ @haybailsdj @AlgrenQ @Wilson90732929 @LiquidD81 @Vincenz42493578 @th3Cloud9 @lloomer80 @KodiaksPal2 @instinctnaturel @x31Rufus @patrici69675631 @MmmGarmonbozia @sarahsmiles1252 @JulieFe20350770 @TheCallieCat @GerrydAquino1 @CathyMo14607690 @Thumper18560818 @LineWork @jdd2169 @Joe73211343 @brucech27792422 Yeah doxxing, A OK. Making a joke, oh no! This is just ridiculous. I don’t know who reported that tweet but defending Trump supporters gets you Twitter jail now. 🤷🏼‍♀️ WTF?",2
1335568926114271233,RT @realDonaldTrump: The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you…,0
1335568926131040256,"Trump Pentagon Purge: Fires Advisory Board Members, Hires Lewandowski, Bossie https://t.co/cYv5H2WlN3 via @tatum_report247",2
1335568926164606978,"RT @dbongino: It’s Sunday, December 6th 2020, and the Obama/Biden administration was the most corrupt in US history.
#Obamagate",0
1335568926193967104,RT @realDonaldTrump: And getting a total pass from the media!,0
1335568926256709634,"Sure is a big crowd for someone that ""lost""

...and the msm's president-elect can't even get 1000 people to watch his livestream

They know they cheated
We know they cheated
Now...
They know, we know that they cheated.

#Trump2020 https://t.co/FKNTVq3VxS",0
1335568926823116801,"RT @Jim_Jordan: Durham confirms what we already knew. 

James Comey’s FBI was out to get President Trump.",0
1335568927007494144,"RT @dbongino: It’s Sunday, December 6th 2020, and the Obama/Biden administration was the most corrupt in US history.
#Obamagate",0
1335568927083159554,@bluesngrays It's not the category that we vote xd,2
1335568927225745408,"RT @sarahgoughy: Fox News journalists are getting the most abuse from the crowd lining up for Trump’s rally in Valdosta, Georgia. Cries of…",0
1335568927305445382,RT @robreiner: This can’t be stressed enough: Trump is out of his fucking mind.,0
1335568927599054849,"RT @lydiaforson: Must Read. 

Before you place your thumb on that paper, think carefully about what YOU want and the Ghana you hope to see.…",0
1335568927686971399,"RT @vishalvfanatic: I vote #VishalVashishtha for Ishq Mein Marjawan 2 

#TVPersonalityWithRajBaddhan

@BizAsia @SabrasRadio @RajBaddhan 
 😇",1
1335568927838134272,"RT @ChuckCallesto: BREAKING REPORT: China Whistle-blower with Royal Ancestry Steps Forward – Reveals VIDEO, PHOTO'S OF ALLEGED CHINESE COUN…",0
1335568927859085312,RT @michellemalkin: “It’s more important than ever that you not let your voices be silenced!” - Melania Trump #trumprally,2
1335568927997505536,RT @EmilyDenver8: #MAGAIsCancelled because Biden won and made Trump the the worst loser in American history https://t.co/WyRl68WJnV,0
1335568928161091584,"RT @ChuckCallesto: BREAKING REPORT: China Whistle-blower with Royal Ancestry Steps Forward – Reveals VIDEO, PHOTO'S OF ALLEGED CHINESE COUN…",0
1335568928265814018,Biden urges Congress to act on economy and Covid with 'dark winter' ahead – as it happened https://t.co/WzCYNiD6Fm,2
1335568928458698752,"The Hopi rattlesnake is a subspecies of the prairie rattlesnake and found only in a small area near the Grand Canyon. It is light tan to pinkish in color. Sadly, it's numbers are low due to habitat disruption. It's also one of the species at risk from Trump's stupid border wall. https://t.co/G4I8qniiOO https://t.co/DjRQX0xMgM",2
1335568928588902400,"RT @RichardHaass: This sentence still stuns even tho we know it: “The president barely shows up to work, ignoring the health &amp; economic cri…",0
1335568928664399872,"RT @SharadStan: I vote #SharadMalhotra for Naagin 5

#TVPersonalityWithRajBaddhan
@RajBaddhan
@BizAsia
@SabrasRadio

Fifty one se upar jana…",2
1335568928718934016,"RT @cspanwj: What do you think of Pres. Trump's claims of election fraud? Has he made a good case?

📞Join the discussion now: https://t.co/…",0
1335568928882511874,"RT @mrjamesob: ""The day after we vote to leave, we hold all the cards and we can choose the path we want."" @michaelgove, 9 April 2016",2
1335568929104797698,Patriots need to choose a RINO of the week to focus our disdain on. Make sure there is coverage and publicity. Call them out and then primary them or vote them out.  NO more tolerance.,2
1335568929180119042,"RT @AshiSingh121: @RajBaddhan @SabrasRadio @BizAsia 

I vote #AshiSingh for #AladdinNaamTohSunaHoga #TVPersonalityWithRajBaddhan

Beautiful…",1
1335568929222168578,"RT @Watta_Kudi2: I vote #VishalVashishtha for Ishq Mein Marjawan 2 #TVPersonalityWithRajBaddhan 

@BizAsia @SabrasRadio @RajBaddhan 

M",1
1335568929251536896,"RT @Raiklin: MAJOR UPDATE TO TIMELINE! Read carefully.

Dec 6-14 we need to apply maximum pressure on state legislatures of GA,WI,AZ,MI,PA…",0
1335568929264177153,"RT @GenFlynn: . #FightForTrump  now or as @kelliwardaz says we stand to lose everything!

@realDonaldTrump 
@POTUS https://t.co/CkfBRYtuIr",0
1335568929339580421,@Ellelque @GenFlynn @kelliwardaz @realDonaldTrump @POTUS Support Trump💯 Save American soldiers👊. Clinton helped China join the WTO. Obama and Biden indulge China's unfair trade and theft of technology. China accumulated enormous wealth. But China funds terrorist organizations. This is entirely in indirect killing American soldiers😡,2
1335568929520017408,"@dwayne2003 The election is not over. And there will be no next election of Trump doesn't win, WAKE UP.",0
1335568929557782533,EPIC: Crowd Chants 'Fight for Trump' During Statements From Senators Loeffler and Perdue in Georgia (VIDEO) https://t.co/1C8CcQVpfl via @gatewaypundit,0
1335568929624903683,RT @MustacheGeraldo: An elected democrat handling ballots?  Debunk this @elenaparent https://t.co/BY2LiF1iWj,2
1335568929876533248,"📅 #UCLConnect USA event, 10 Dec, 8-9pm (EST): Biden, Brexit, and The Special Relationship. Join the UCL New York Alumni Club for a look ahead at 2021 and hear insight from UCL academics and alumni into the future of UK-US relations. Book here 👇   https://t.co/LhEJfkgCtQ",2
1335568930098831362,"@JackPastrami ???? Are you saying that the Joe Biden who is, maybe, President-elect, is not the REAL Joe Biden?",0
1335568930216300544,RT @JoyAnnReid: Nixon was the Trump before Trump.,0
1335568930220466181,RT @DeanBrowningPA: President Trump was on fire last night in Georgia. More winning! 🔥,0
1335568930266615808,RT @adamvanho: So how is this any different than the past almost four years? https://t.co/aF6YBPcRim,2
1335568930455367685,"@MojackMarine Or asking them to vote on June 5th...

https://t.co/Jj8T2rQukD",2
1335568930476322816,@GOPLeader RT--&gt; GOP are complicit in ALL Trump Crimes!!!,0
1335568930560065537,RT @MartynMcL: I thought Trump stories would start to dry up after his election defeat. The opposite's true. If you want to help track how…,0
1335568930560114688,RT @MeidasTouch: How Loeffler and Perdue stole from you! Vote out the #GrinchesOfGeorgia! https://t.co/vAZo0G1laQ,2
1335568930577014785,RT @sandyleevincent: Democrats bullying republican poll workers out of the count is all the evidence of voter fraud you need to have.,0
1335568930606354433,"Panic setting in. Tough to keep all the lies straight.

DC attorney general: Ivanka Trump 'highly misleading' on lawsuit deposition https://t.co/gRSlEN4ec5",2
1335568930606362625,"@CalhounGOP @CartersvilleGA @DGazette_KNews @DaltonGaCity 
@romegagiftshop @romegeorgia 
#georgia #cartersville #stonemountain 
@GAFollowers 
Your legal vote is your oversight on BIG GOV. Dem or Repub, let’s audit vote and be sure nobody is cheating us all! https://t.co/v6jCWoLXCg",2
1335568930648317952,"RT @TheDailyEdge: #MAGAIsCancelled and Ivanka is committing perjury...

DC attorney general: Ivanka Trump 'highly misleading' on lawsuit de…",2
1335568930883112960,"RT @Lrihendry: Being reported in GA, 10,315 voters died before the election, 66,248 were under the age of 18 and 40,279 people changed coun…",0
1335568930971275264,"RT @JasonMillerinDC: THIS👇

“Donald Trump in Georgia: If You Boycott Runoff Election 'The Radical Left Wins'” https://t.co/zJoKlYpPSS",0
1335568930996244483,"RT @RheaSharmaFan: I vote for #RheaSharma for 
Yeh Rishtey Hain Pyaar Ke 
#TVPersonalityWithRajBaddhan 

@RajBaddhan @SabrasRadio @BizAsia…",1
1335568931038273537,"RT @gatewaypundit: HUGE--&gt; Dominion Advisor Met With John Podesta Offering 'Anything' That Would Help Defeat Trump, According to Email Rele…",0
1335568931105501184,RT @af_ia_blue: Lmaooo Kumasii!!!! I went to do momo and the vendors asked if i came to vote i said yeah. They said to aba papa. I said of…,2
1335568931180982272,RT @SykesCharlie: Who knew? The My Pillow guy turns out to be a raving lunatic...,2
1335568931214532609,"RT @atensnut: Absolutely ridiculous for anyone to believe Biden won.  

Trump Has 258,000 Watching His Rally on RSBN -- Or 258 Times More V…",0
1335568931252219904,@LittleScreen0 @Bmo_65 @Rothbard1776 @lsferguson @JennaEllisEsq Wouldn’t your statement make trump president anyways? He was winking handily on Election Day.,0
1335568931432460288,"RT @IndiaAwakened_: See, the condition of a hardworking, self-employed and law abiding citizen of our country! 

He is crying and every one…",2
1335568931482984452,RT @johncardillo: Fastest “broken foot” recovery in history.,2
1335568931600429056,"RT @DineshDSouza: Two facts stand out in the House races. 1. Not a single GOP incumbent lost. 2. There were 27 “tossup” races, and Republic…",2
1335568931617116166,"RT @TeamTrump: President @realDonaldTrump on Hunter Biden: ""He was a human vacuum cleaner,"" stealing money from countries https://t.co/IeWt…",0
1335568931617124353,"RT @julie_kelly2: LOL keep the Senate red! “The bipartisan legislation not only omits language about Section 230, but also includes a provi…",2
1335568931726057472,"RT @baek2light: ｢GENIE VOTING-D26｣ 2020 Genie Music Award- Artist of the Year

✨Vote for BAEKHYUN now✨

🗓: 1/12~31/12 15:00 KST
💫Rank now:…",2
1335568931751391232,RT @TheMikeClayton8: This is how many people know Trump won the election. https://t.co/DYYLF68BWR,0
1335568931952730113,@BernardKerik @realDonaldTrump @JoeBiden Convicted felon Kerik,2
1335568932036628480,"RT @MaraGay: “Mitch McConnell of Kentucky, the Republican majority leader, who has proposed a smaller stimulus plan that contains no financ…",2
1335568932070014977,"RT @MichaelCoudrey: I mean this in the nicest way, but there was kind of low enthusiasm tonight for @KLoeffler and @Perduesenate. The crowd…",0
1335568932237938689,RT @AshaRangappa_: Also: This might be a minority view but I think we overestimate Trump’s power after he leaves office. The news won’t be…,0
1335568932254707712,"RT @CNNPolitics: Sen. Mitt Romney calls President Trump's leadership on Covid-19 ""a great human tragedy"" https://t.co/A0MYKPYZIr https://t.…",0
1335568932263010306,"I Vote #SamikshaJaiswal for
#BahuBegum  as #Noor
#TvpersonalitywithRajBaddhan
@BizAsia @RajBaddhan
@SabrasRadio  @sam2111995
TW972",1
1335568932598583298,"RT @BernardKerik: The people of Georgia, Pennsylvania, Michigan, Arizona, Nevada and Wisconsin need to mandate that their state legislators…",0
1335568932854509569,"RT @joshtpm: The catechism of Trumpism .... Trump: ""We're all victims. Everybody here, all these thousands of people here tonight. They're…",0
1335568932892098560,"RT @Jim_Jordan: Durham confirms what we already knew. 

James Comey’s FBI was out to get President Trump.",0
1335568932921630720,RT @CodeMonkeyZ: Ill put out info as we get closer to the runoffs about how poll watchers can help keep the dominion representatives honest.,2
1335568932929880065,"RT @130mood__crispy: Stays now it's time to prepare for Kingdom!
- Download Whosfan and create acc and start collecting points
- Create Nav…",2
